id;gender;yearofstudy;outdegree;indegree;popular;averageChar;dayactive;send.day34th.friends;send.friends
1797;1;2;1;1;2;10;125;125;2
1798;2;1;1;1;2;21;21;21;2
1799;1;1;2;2;4;158;125;125;3
1800;1;6;2;2;4;280;122;152;3
1801;2;1;2;2;4;119.666666666667;127;127;3
1802;1;1;1;1;2;99.5;112;112;2
1803;2;1;0;1;1;1;119;119;1
1804;1;5;1;1;2;212.666666666667;118;118;2
1805;1;4;0;1;1;1;128;128;1
1806;2;4;0;2;2;1;128;128;1
1807;2;3;4;4;8;26.1111111111111;132;132;5
1808;2;1;3;5;8;436.545454545455;132;137;4
1809;1;2;0;2;2;1;42;42;1
1810;1;2;0;1;1;1;133;133;1
1811;1;1;3;3;6;131.75;122;135;4
1812;1;4;1;0;1;1.5;134;134;2
1813;2;1;0;1;1;1;110;110;1
1814;1;5;4;3;7;97.5714285714286;135;137;5
1815;1;1;1;1;2;17.5;122;122;2
1816;1;2;0;1;1;1;136;136;1
1817;1;4;0;1;1;1;37;37;1
1818;1;4;0;1;1;1;117;117;1
1819;1;4;0;1;1;1;129;129;1
1820;1;4;0;1;1;1;9;9;1
1821;1;3;0;1;1;1;51;51;1
1822;1;3;0;1;1;1;43;43;1
1823;1;3;0;1;1;1;44;44;1
1824;1;3;0;1;1;1;60;60;1
1825;1;3;0;1;1;1;44;44;1
1826;1;4;0;1;1;1;16;16;1
1827;1;3;0;1;1;1;52;52;1
1828;2;3;0;1;1;1;133;133;1
1829;1;2;0;1;1;1;139;139;1
1830;2;1;0;1;1;1;61;61;1
1831;2;1;7;8;15;173.818181818182;142;147;8
1832;2;5;0;1;1;1;139;139;1
1833;1;1;0;1;1;1;150;150;1
1834;1;1;0;1;1;1;45;45;1
1835;2;1;0;1;1;1;150;150;1
1836;1;2;17;8;25;515.651162790698;151;155;18
1837;2;1;0;2;2;1;149;149;1
1838;2;1;0;1;1;1;152;152;1
1839;2;1;7;9;16;69.125;152;155;8
1840;2;5;0;2;2;1;130;130;1
1841;1;2;0;1;1;1;130;130;1
1842;2;2;0;1;1;1;144;144;1
1843;2;1;0;2;2;1;158;158;1
1844;1;3;3;0;3;138.5;158;158;4
1845;2;1;0;2;2;1;158;158;1
1846;1;1;0;1;1;1;159;159;1
1847;2;4;0;5;5;1;158;158;1
1848;2;1;2;3;5;179.2;158;160;3
1849;2;4;0;1;1;1;159;159;1
1850;1;4;0;1;1;1;159;159;1
1851;1;2;0;1;1;1;158;158;1
1852;1;3;6;6;12;113.769230769231;159;162;7
1853;2;1;0;1;1;1;159;159;1
1854;2;3;1;1;2;1.5;160;160;2
1855;2;1;0;1;1;1;161;161;1
1856;2;3;0;1;1;1;162;162;1
1857;2;2;0;1;1;1;161;161;1
1858;2;2;0;1;1;1;162;162;1
1859;2;1;3;3;6;52.8125;163;163;4
1860;2;4;3;2;5;59.4;163;164;4
1861;2;1;0;1;1;1;162;162;1
1862;1;4;3;3;6;46;153;165;4
1863;2;1;0;1;1;1;161;161;1
1864;1;3;3;3;6;208.5;160;173;4
1865;2;1;3;9;12;229;164;170;4
1866;1;3;9;6;15;46.2033898305085;163;175;10
1867;1;4;0;1;1;1;92;92;1
1868;1;3;8;7;15;57.65;161;166;9
1869;1;4;1;1;2;18;159;159;2
1870;2;3;1;2;3;47;165;165;2
1871;1;5;1;1;2;46;166;166;2
1872;2;3;2;3;5;44.25;166;166;3
1873;1;4;0;1;1;1;162;162;1
1874;1;3;1;0;1;15;168;168;2
1875;2;4;1;3;4;61.5;168;168;2
1876;1;2;8;3;11;174.875;161;175;9
1877;2;4;0;2;2;1;169;169;1
1878;1;3;9;5;14;119.631578947368;170;181;10
1879;2;4;2;3;5;151.333333333333;67;189;3
1880;2;5;0;1;1;1;157;157;1
1881;2;3;5;5;10;42.3333333333333;170;176;6
1882;2;2;0;2;2;1;57;57;1
1883;1;3;0;1;1;1;178;178;1
1884;2;4;0;1;1;1;179;179;1
1885;2;1;0;1;1;1;172;172;1
1886;2;3;0;1;1;1;170;170;1
1887;2;3;0;1;1;1;169;169;1
1888;2;1;1;1;2;24.75;168;168;2
1889;2;2;0;2;2;1;169;169;1
1890;2;5;0;1;1;1;178;178;1
1891;2;3;0;1;1;1;91;91;1
1892;1;5;1;1;2;358.333333333333;177;177;2
1893;1;4;2;1;3;6;183;183;3
1894;2;2;0;1;1;1;185;185;1
1895;1;3;1;0;1;119.5;169;169;2
1896;1;3;1;0;1;91.5;191;191;2
1897;2;2;1;1;2;10.5;191;191;2
1898;2;3;1;1;2;6.5;192;192;2
1899;1;5;26;0;26;135.851851851852;194;196;27
